"message_id","user_id","user_is_bot","user_first_name","chat_id","chat_type","text","date","context_date"
"4","6345324644","false","Giovanni","-1002484338226","supergroup","Oi","1730377433","2024-10-31"
"5","6345324644","false","Giovanni","-1002484338226","supergroup","ola , pessoal","1730382452","2024-10-31"
"6","6345324644","false","Giovanni","-1002484338226","supergroup","vamos testar","1730382455","2024-10-31"
"7","6345324644","false","Giovanni","-1002484338226","supergroup","se deu tudo ok?","1730382459","2024-10-31"
"4","6345324644","false","Giovanni","-1002484338226","supergroup","Oi","1730377433","2024-10-31"
"5","6345324644","false","Giovanni","-1002484338226","supergroup","ola , pessoal","1730382452","2024-10-31"
"6","6345324644","false","Giovanni","-1002484338226","supergroup","vamos testar","1730382455","2024-10-31"
"7","6345324644","false","Giovanni","-1002484338226","supergroup","se deu tudo ok?","1730382459","2024-10-31"
